"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"cp-template-e2a15f32-979c-48f2-a7d5-1ccb00f8e23d","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-cb66d1ef-aba4-429e-81d5-339d24fbd1d5","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-102","BDSVI-P-VCH01","false","ovdi-b-std-102.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-b6ca11fc-7fff-4ebc-bba5-f07ac38252e2","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-ttrng-03","BDSVI-P-VCH01","false","ovdi-b-ttrng-03.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-095","BDSVI-P-VCH01","false","ovdi-b-std-095.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-tz13-07","BDSVI-P-VCH01","false","ovdi-b-tz13-07.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-031","BDSVI-P-VCH01","false","ovdi-b-gis-031.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-087","BDSVI-P-VCH01","false","ovdi-b-std-087.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-042","BDSVI-P-VCH01","false","ovdi-b-std-042.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-114","BDSVI-P-VCH01","false","ovdi-b-std-114.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-039","BDSVI-P-VCH01","false","ovdi-b-gis-039.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-085","BDSVI-P-VCH01","false","ovdi-b-std-085.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-cf2e8fc6-decf-42d0-b1a0-a6af416c003f","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-d34281cc-4c49-4871-8b6f-89fb4f356729","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-061","BDSVI-P-VCH01","false","ovdi-b-std-061.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-058b1f51-b757-4005-b65d-cdf3eeddbce8","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gdev-09","BDSVI-P-VCH01","false","ovdi-b-gdev-09.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-016","BDSVI-P-VCH01","false","ovdi-b-std-016.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-b0625da1-b6e9-4182-a93c-4232d7030ab0","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-030","BDSVI-P-VCH01","false","ovdi-b-gis-030.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-075","BDSVI-P-VCH01","false","ovdi-b-std-075.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gdev-10","BDSVI-P-VCH01","false","ovdi-b-gdev-10.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-033","BDSVI-P-VCH01","false","ovdi-b-gis-033.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-022","BDSVI-P-VCH01","false","ovdi-b-gis-022.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-026","BDSVI-P-VCH01","false","ovdi-b-std-026.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-106","BDSVI-P-VCH01","false","ovdi-b-std-106.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gdev-01","BDSVI-P-VCH01","false","ovdi-b-gdev-01.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-017","BDSVI-P-VCH01","false","ovdi-b-gis-017.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-template-8d85a906-da11-4c31-9cb1-6b7c53a83484","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-108","BDSVI-P-VCH01","false","ovdi-b-std-108.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-047","BDSVI-P-VCH01","false","ovdi-b-std-047.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-037","BDSVI-P-VCH01","false","ovdi-b-gis-037.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-002","BDSVI-P-VCH01","false","ovdi-b-std-002.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-035","BDSVI-P-VCH01","false","ovdi-b-gis-035.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-020","BDSVI-P-VCH01","false","ovdi-b-std-020.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-110","BDSVI-P-VCH01","false","ovdi-b-std-110.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-template-bfaa1dd0-6c0e-4a09-8a33-59cdda2f199a","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-011","BDSVI-P-VCH01","false","ovdi-b-gis-011.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-072","BDSVI-P-VCH01","false","ovdi-b-std-072.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-073","BDSVI-P-VCH01","false","ovdi-b-std-073.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-009","BDSVI-P-VCH01","false","ovdi-b-std-009.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-007","BDSVI-P-VCH01","false","ovdi-b-std-007.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-020","BDSVI-P-VCH01","false","ovdi-b-gis-020.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-049","BDSVI-P-VCH01","false","ovdi-b-gis-049.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-041","BDSVI-P-VCH01","false","ovdi-b-gis-041.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-074","BDSVI-P-VCH01","false","ovdi-b-std-074.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-template-ebb47dee-d0ae-4eab-b6c8-51b0d9c19710","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-template-5e8d1ca2-f1a8-4aee-a7c6-152a027e7267","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-014","BDSVI-P-VCH01","false","ovdi-b-std-014.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-045","BDSVI-P-VCH01","false","ovdi-b-gis-045.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-e74fbac2-ac69-45de-8858-465ed49ed756","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-113","BDSVI-P-VCH01","false","ovdi-b-std-113.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-116","BDSVI-P-VCH01","false","ovdi-b-std-116.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-083","BDSVI-P-VCH01","false","ovdi-b-std-083.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-001","BDSVI-P-VCH01","false","ovdi-b-gis-001.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-096","BDSVI-P-VCH01","false","ovdi-b-std-096.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-100","BDSVI-P-VCH01","false","ovdi-b-std-100.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-099","BDSVI-P-VCH01","false","ovdi-b-std-099.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-ttrng-01","BDSVI-P-VCH01","false","ovdi-b-ttrng-01.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"cp-replica-93f834d5-4422-407d-8af4-f08fee7f7ec7","BDSVI-P-VCH01","false","none","Powered Off","none","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gdev-08","BDSVI-P-VCH01","false","ovdi-b-gdev-08.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-036","BDSVI-P-VCH01","false","ovdi-b-std-036.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-tz2-07","BDSVI-P-VCH01","false","ovdi-b-tz2-07.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-010","BDSVI-P-VCH01","false","ovdi-b-std-010.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-ttrng-05","BDSVI-P-VCH01","false","ovdi-b-ttrng-05.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-gis-008","BDSVI-P-VCH01","false","ovdi-b-gis-008.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"TetraB-Zone1-3","BDSVI-P-VCH01","false","tetra-b-z13.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-037","BDSVI-P-VCH01","false","ovdi-b-std-037.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-tz13-06","BDSVI-P-VCH01","false","ovdi-b-tz13-06.global.un.org","Powered On","Microsoft Windows 10 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ovdi-b-std-018","BDSVI-P-VCH01","false","ovdi-b-std-018.global.un.org","Powered On","Microsoft Windows 11 (64-bit)","Microsoft Windows 10 (64-bit)","-","-","-","-","-","-","-","-","-",""
