VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
GEOPT-P-APP-02,VLCVI-Prod-G11,Production,Application Support (BSC-ASU-APP),10.128.0.6,Valencia,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c85bf-9092-bbd0-4ecc-d1602cc72c0e,UN Geoportal,GeoPortal - PRD,Existing
EMED-P-APP-04,BDSVI-Prod-HBA,Production,OICT,10.128.128.153,Brindisi,OICT,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c864e-458a-c650-7943-f8830611c4d1,EarthMed - Medical Services Software,EarthMed - PRD,Existing
THS-P-KIB-03,VLCVI-Prod-G11,Production,ICT Security Service,10.128.0.176,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c8719-991f-329c-4de3-1218e6c94a4b,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
MNET-Q-API-02,BDSVI-Dev,Development,OICT Unite Aware Dev Team,10.128.192.36,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c873c-b044-a788-1dc0-b51e80328419,UA-MEDIANET,MEDIANET - DEV,Removed
OBS-P-LS-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.24.44,Valencia,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c8785-0306-5fbe-e061-be99866638ad,Unite Observability,ELK Elasticsearch - PRD,Existing
THS-P-ESRC-02,VLCVI-Prod-G11,Production,ICT Security Service,10.128.8.152,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c8b69-145c-4da6-e959-35b8a0ec5f76,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
SAGE-U-WEB-02,BDSVI-Dev,UAT,Application Support (BSC-ASU-APP),10.128.192.60,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c8bf5-9456-c4e6-95a8-0514f6cd9f7b,Unite Aware SAGE,Sage - TRG,Removed
SPIAS-P-APP-02,VLCVI-Prod-HBA,Production,Unknown,10.128.0.85,Valencia,UNGSC,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501c8c01-278e-24fd-419d-1499ac3b673f,iAviationSafety,iAviationSafety - PRD,Existing
VLCVI-P-VPX-02,VLCVI-Prod-HBA,Production,PSU UAL Umoja Access Layer Tier 2,10.128.24.3,Valencia,UNGSC,FreeBSD 11,PSU UAL Umoja Access Layer Tier 2,VMware,Unknown,Unknown,Unknown,Unknown,501c8dc2-4a12-3661-636f-9ecab91b9cec,Application Delivery Controller (ADC),ADC - PRD,Existing
MAIL-P-EXC-02,VLCVI-Prod-G11,Production,OICT MEG Messaging,10.128.0.75,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c8dcc-70dd-8c43-3af6-ed1bc1eb1799,Unite Mail,Unite Mail Exchange,Existing
HCO-P-DHCP-02,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.28.2,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c8e51-5456-22ac-1b66-89db0e71fb90,UNGSC DHCP,UNGSC DHCP Server - PRD,Existing
HCO-P-DHCP-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.28.3,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c8e93-20b5-6b68-2d46-cbfa1e9d628b,UNGSC DHCP,UNGSC DHCP Server - PRD,Existing
VLCVI-D-NSXS-03,BDSVI-Dev,Development,NSU DCN Data Center Networking,10.129.100.9,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c8fbf-e07e-0b0c-c4e1-6b3a915a867e,VMWare Virtualization,NSX Manager - DEV,Existing
DBGSC-P-DB-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.8.90,Valencia,UNGSC,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c90d5-d812-f6a2-494c-fceefcec4d6f,MySQL,MySQL - PRD,Existing
HPEOB-P-APP-08,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.24.50,Valencia,UNGSC,Linux (Other - 4.x),PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c9116-9609-360a-646f-18cc7a757f0c,Templates,Templates,Existing
MON-P-PSN-01,VLCVI-Prod-G11,Production,MONUSCO NT,10.128.0.53,Valencia,MONUSCO,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c916b-124e-8bf3-a7d3-b30abd1f1633,CISCO ISE,MONUSCO ISE - PRD,Existing
SPIAS-P-APP-01,VLCVI-Prod-HBA,Production,Unknown,10.128.0.86,Valencia,UNGSC,Windows Server 2022,Unknown,VMware,Partial,Yes,No,No,501c9185-d89a-91c3-52fb-62be9fa9005d,Unknown,Unknown,Existing
MODLE-P-RTDB-02,BDSVI-Prod-HBA,Production,PSU HCO Hybrid Cloud Operations,10.128.8.55,Brindisi,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c91d5-c074-4ce9-a087-73c70ebbf8e5,CMS Moodle,CMS Moodle - PRD,Existing
OBS-P-KIB-02,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.0.173,Valencia,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c9354-23d0-e576-8d57-db9018e3367b,Unite Observability,ELK Elasticsearch - PRD,Existing
HCO-P-MNG-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.24.23,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c94bd-ce1b-c1f1-fd94-75088ef468c3,EMC Unisphere,EMC Unisphere,Existing
SCOM-P-JUMP-01,VLCVI-Prod-G11,Production,Enterprise Services and Applications (BSC-ASU-ESA),10.128.24.20,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501c9702-cb3a-a515-39ce-412a9db88ae6,Service Monitor SCOM,SCOM - PRD,Existing
OVDI-P-GLIC-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.0.89,Valencia,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c9723-6633-2844-0c6d-10e00d7a0dfe,OneVDI,OneVDI NVIDIA LM - PRD,Existing
RANCH-P-K8SM-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.0.98,Valencia,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c97dd-783e-8834-a659-73d2388bf0f5,Kubernetes,Kubernetes - PRD,Existing
GEOCX-U-WEB-03,BDSVI-Dev,UAT,Application Support (BSC-ASU-APP),10.128.192.92,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501c98f8-7248-bf2c-6867-04df77bfcd21,UN Geoportal,GeoPortal - UAT,Removed
THS-P-APP-03,VLCVI-Prod-G11,Production,ICT Security Service,10.128.0.151,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c992a-9dd1-1981-dfe3-24eb921e4ae1,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
SPSE-P-OWA-02,VLCVI-Prod-HBA,Production,Unknown,10.128.0.199,Valencia,Unknown,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501c9abb-e438-532a-4e64-d6997f167b3f,OSLA Case Management System,OSLAW - PRD,Existing
THS-P-APP-05,VLCVI-Prod-G11,Production,ICT Security Service,10.128.0.177,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501c9ba1-2541-9545-f203-f4c6d6f02072,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
SPUM-G-SQL-03,BDSVI-Dev-G11,Preproduction,OICT MEG Collaboration,10.128.200.21,Brindisi,OICT,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c9bc5-2643-5583-9a41-021fff75a4b6,UMOJA - SharePoint Data Integration,UMOJA SharePoint 2019 - PRE,Existing
STRM-P-APP-01,VLCVI-Prod-HBA,Production,SISMS DCAU - Digital Compliance Assurance Unit,10.128.0.101,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c9bce-a672-88c7-880b-4f8218579547,Acuity Stream,STREAM - PRD,Existing
ERMS-P-WEB-01,VLCVI-Prod-HBA,Production,OICT Application Rationalization,10.128.0.125,Valencia,OICT,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501c9e40-2460-7a3f-bff0-fb891f2f906d,eRMS - Electronic Rations Management System,eRMS - PRD,Existing
FSS-P-SQL-01,VLCVI-Prod-HBA,Production,Database Services Support (BSC-ASU-DS),"10.128.8.121, 10.128.8.132",Valencia,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501c9e91-ede3-524d-e75a-e182d69189e8,FSS - Field Support Suite,FSS Always On - PRD,Existing
KEYCL-P-DB-01,VLCVI-Prod-G11,Production,PSU IIG Identity Infrastructure Group,10.128.8.21,Valencia,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501ca244-a756-d6fc-78f0-1914fdf28e4e,Active Directory,Active Directory - PRD,Existing
PBWM-P-APP-01,VLCVI-Prod-G11,Production,DPPA-DPO-SCS,10.128.0.78,Valencia,DPPA-DPO_SCS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501ca2c1-8941-6e1d-548b-61b92768e239,Peace Begins With Me website,PBWM - PRD,Existing
LVNX-P-COL-02,VLCVI-Prod-G11,Production,NSU WAN\LAN Support Team,10.128.0.178,Valencia,UNGSC,Ubuntu,NSU WAN\LAN Support Team,VMware,Unknown,Unknown,Unknown,Unknown,501ca33e-da7a-f222-4e63-fbcc423f7f0f,Live NX,NSU â€“ LiveNX,Existing
MISEC-P-APP-01,VLCVI-Prod-G11,Production,Minusma,10.128.0.135,Valencia,MINUSMA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501ca54f-6236-7e0e-b8da-1fc7cc122219,Security ICT Department,SICTD - PROD,Existing
MNET-D-API-01,BDSVI-Dev,Development,OICT Unite Aware Dev Team,10.128.192.35,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501ca552-a0d7-2603-586a-931c944724b8,UA-MEDIANET,MEDIANET - DEV,Removed
SPSE-P-IIS-01,VLCVI-Prod-HBA,Production,Unknown,10.128.0.203,Valencia,Unknown,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501ca63d-b3bf-ca67-4b42-e951648e11f7,OSLA Case Management System,OSLAW - PRD,Existing
SAGE-E-WEB-02,BDSVI-Dev,Preproduction,Application Support (BSC-ASU-APP),10.128.192.57,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501ca68f-dc46-5047-f9b7-a1b94fd0512a,Unite Aware SAGE,Sage - PRE,Removed
VEEAM-P-PRX-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.129.48.10,Valencia,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501ca7ad-e57c-63b4-ba0d-420b21221a4f,Veeam,Veeam - PRD,Existing
M365R-P-SQL-01,VLCVI-Prod-G11,Production,Database Services Support (BSC-ASU-DS),"10.128.8.108, 10.128.8.110",Valencia,OICT,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501ca7cd-2fe5-1402-e8d0-94126929a24e,M365 Reporting,M365 Reporting - PRD,Existing
MAIL-P-EXC-03,VLCVI-Prod-G11,Production,OICT MEG Messaging,10.128.0.73,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501ca842-cae2-8149-8fa2-8a828ed751c1,Unite Mail,Unite Mail Exchange,Existing
OPSDT-E-DB-01,BDSVI-Dev,Preproduction,Application Support (BSC-ASU-APP),10.128.200.48,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501ca877-49ab-ef9c-b6c3-11dd40a43d27,Drupal Data Gathering,Drupal Data Gathering App - PRE,Removed
AGS-U-APP-01,BDSVI-Dev,UAT,Application Support (BSC-ASU-APP),10.128.192.58,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501ca9c7-afef-c72b-f377-7f515e33543b,UN Geoportal,GeoPortal - UAT,Removed
CSAPP-D-IIS-41,BDSVI-Dev,Development,PSU HCO Hybrid Cloud Operations,10.128.192.8,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501caa47-6e67-1368-98ce-ae109d7b8813,Platform Management,Platform Management - DEV,Removed
THS-P-ESRC-03,VLCVI-Prod-G11,Production,ICT Security Service,10.128.8.151,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501caa89-571c-3776-388f-269b123e2389,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
SPCOM-P-IIS-52,BDSVI-Prod-HBA,Production,UNGSC MEG Collaboration,10.128.0.29,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501caa8b-7c86-a67b-1df6-cb7637f9b31f,Comet,SPCOM SharePoint 2019 - PRD,Existing
HLPF-P-DB-02,VLCVI-Prod-HBA,Production,PSU HCO Hybrid Cloud Operations,10.128.8.14,Valencia,DESA,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cab7d-85db-92db-fc72-566c56227a32,DESA Drupal,HLPF - PRD,Existing
COMMS-D-APP-01,BDSVI-Dev,Development,OICT Unite Aware Dev Team,10.128.192.64,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cabd0-32ef-8529-6ecd-bee0c531ea18,GLO - CommsNet Tracking (Unite Aware Suite),COMMSNET - DEV,Removed
VEEAM-P-ONE-02,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.24.34,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501cacaf-3d29-a922-fdef-4bb5b065ae82,Veeam,Veeam - PRD,Existing
SLGSC-P-SOLR-03,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.8.47,Valencia,UNGSC,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cad18-3f57-cf7f-63f4-4d9043969fe8,SOLR PaaS,SOLRPaaS - PRD,Existing
STATS-P-SQL-03,VLCVI-Prod-G11,Production,DESA STAT,10.128.8.208,Valencia,DESA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cae5f-bb42-4406-5d3e-ee6249651d30,DESA Statistics,DESA - PRD,Existing
GIS-U-SQL-01,BDSVI-Dev,UAT,Application Support (BSC-ASU-APP),10.128.200.83,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501cae71-fcee-d7b1-cfed-0f2e9c09bc4c,UN Geoportal,GeoPortal - UAT,Removed
NOVA-P-DB-01,VLCVI-Prod-G11,Production,DPPA-DPO-SCS,10.128.8.88,Valencia,DPPA-DPO-SCS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cae93-9370-0342-0c63-6dd88f340b47,Nova,Nova - PRD,Existing
SPUM-F-SQL-01,BDSVI-Dev,Development,OICT/ESS/EAC-Americas,10.128.200.64,Brindisi,OICT,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501caf0b-3e89-e506-fba8-b9c216c73092,UMOJA-SharePoint Data Integration,UMOJA SharePoint 2019 - DEV,Existing
HLPF-P-DB-01,VLCVI-Prod-HBA,Production,PSU HCO Hybrid Cloud Operations,10.128.8.13,Valencia,DESA,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501caf48-291e-ec30-abb9-c74d5c155046,DESA Drupal,HLPF - PRD,Existing
MODLE-P-RTDB-01,BDSVI-Prod-HBA,Production,PSU HCO Hybrid Cloud Operations,10.128.8.42,Brindisi,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cb07c-5144-2309-2c89-b19aeec564d1,CMS Moodle,CMS Moodle - PRD,Existing
THS-P-ESRC-01,VLCVI-Prod-G11,Production,ICT Security Service,10.128.8.150,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cb0da-a15e-67c6-0903-7893ff1a40a4,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
MIBSU-P-WEB-01,VLCVI-Prod-G11,Production,Minusma,10.128.0.64,Valencia,MINUSMA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb0de-5145-e120-5752-139517270dd2,BSU Web Application,BSU - PRD,Existing
DDR-P-APP-01,VLCVI-Prod-G11,Production,Minusma,10.128.0.95,Valencia,MINUSMA,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb103-210f-67a3-7496-0203ab4c2c88,DDR,DDR,Existing
SWIFT-P-DB-01,VLCVI-Prod-HBA,Production,Unknown,10.128.8.40,Valencia,OICT,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501cb25e-686a-f76c-0234-9f9a041c52b1,Unknown,Unknown,Existing
OVDI-P-HCS-02,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.0.58,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb2c6-cc1b-ca21-b11d-fd4a01b68d33,OneVDI,View Connection Server - PRD,Existing
SQLP-P-SQL-01,VLCVI-Prod-G11,Production,UNGSC-ISD-IT- Operations,10.128.8.205,Valencia,DOA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb4e6-75b3-29bb-9a66-92f5c5c71a99,TDPerso,sqLP - PRD,Existing
SPSE-P-SRC-02,VLCVI-Prod-HBA,Production,Unknown,10.128.0.202,Valencia,Unknown,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501cb508-c3cd-a9c8-b9f7-806451bb0969,OSLA Case Management System,OSLAW - PRD,Existing
SWIFT-P-APP-02,VLCVI-Prod-HBA,Production,Treasury Business Applications,10.128.0.63,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cb5d4-47a2-7da1-30a3-2a3a485d79e8,SWIFT,Swift integration layer - PRD,Existing
THS-P-ESRC-09,VLCVI-Prod-G11,Production,ICT Security Service,10.128.8.178,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cb678-2354-fedd-8c8a-8499e5e8d8dd,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
OVDI-P-HCS-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.0.61,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb71a-d2bc-6567-9a83-7c546e0e815a,OneVDI,View Connection Server - PRD,Existing
FSS-P-SQL-08,VLCVI-Prod-G11,Production,Database Services Support (BSC-ASU-DS),"10.128.8.127, 10.128.8.137",Valencia,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cb770-4182-db72-64b4-3b56dc4955d3,FSS - Field Support Suite,FSS Always On - PRD,Existing
VLCVI-P-NSXE-03,VLCVI-Prod-G11,Production,NSU DCN Data Center Networking,10.129.34.10,Valencia,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cb7b2-d12f-7dd8-d08b-1db807a8c3c0,VMWare Virtualization,NSX EDGE - PRD,Existing
MPM-P-APP-07,VLCVI-Prod-G11,Production,OICT Application Rationalization,10.128.0.143,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cb7b8-6db6-b076-3eb1-288ef8527724,OICT Indico,Indico - PRD,Existing
VLCVI-P-NSXE-04,VLCVI-Prod-G11,Production,NSU DCN Data Center Networking,10.129.34.11,Valencia,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cb8cb-13ee-55f6-ee33-172c82a81543,VMWare Virtualization,NSX EDGE - PRD,Existing
SPSE-P-OWA-01,VLCVI-Prod-HBA,Production,Unknown,10.128.0.200,Valencia,Unknown,Windows Server 2022,Unknown,VMware,Completed,Yes,Yes,Yes,501cb917-2296-c85e-1fa5-7b588e750d67,Unknown,Unknown,Existing
HLPF-P-APP-03,VLCVI-Prod-HBA,Production,PSU HCO Hybrid Cloud Operations,10.128.0.179,Valencia,DESA,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cb92e-6a99-1609-1e66-03851d2b9945,DESA Drupal,HLPF - PRD,Existing
FSS-P-SQL-05,VLCVI-Prod-G11,Production,Database Services Support (BSC-ASU-DS),"10.128.8.126, 10.128.8.136",Valencia,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cbb46-e6bf-c0e1-abe1-78d67af693ab,FSS - Field Support Suite,FSS Always On - PRD,Existing
ERMS-P-WEB-02,VLCVI-Prod-HBA,Production,OICT Application Rationalization,10.128.0.104,Valencia,OICT,RHEL 8,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cbb61-ea69-8752-9c34-69be381e8d43,eRMS - Electronic Rations Management System,eRMS - PRD,Existing
SCOM-P-MS-05,VLCVI-Prod-G11,Production,Enterprise Services and Applications (BSC-ASU-ESA),10.128.0.39,Valencia,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,No,Yes,Yes,501cbbb0-f3ac-869d-38fc-0a25910be05b,Service Monitor SCOM,SCOM - PRD,Existing
SAGE-E-DB-03,BDSVI-Dev,Preproduction,Application Support (BSC-ASU-APP),10.128.200.74,Brindisi,DOS,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,"N/A, Linux",No,501cbbe1-af86-3875-a47a-9ad3f5dd03c2,Unite Aware SAGE,Sage - PRE,Removed
THS-P-ESRC-08,VLCVI-Prod-G11,Production,ICT Security Service,10.128.8.173,Valencia,OICT,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cbc2a-8fa8-a0c0-266d-205fc7354c87,Global Threat Hunting Solution,OICT-CSS-TH - PRD,Existing
STATS-P-IIS-03,VLCVI-Prod-G11,Production,DESA STAT,10.128.0.52,Valencia,DESA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cbc36-77a6-49ec-76e8-c4034e8658b8,DESA Statistics,DESA - PRD,Existing
OBS-P-MNOD-01,VLCVI-Prod-G11,Production,PSU HCO Hybrid Cloud Operations,10.128.8.115,Valencia,UNGSC,RHEL 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,501cbdda-6473-dc97-1af1-931fdd525fb1,Unite Observability,ELK Elasticsearch - PRD,Existing
STATS-P-IIS-02,VLCVI-Prod-G11,Production,DESA STAT,10.128.0.50,Valencia,DESA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Partial,Yes,No,No,501cbe28-153f-0444-c505-9c33009dea0b,DESA Statistics,DESA - PRD,Existing
SPSET-E-SQL-01,BDSVI-Dev,Preproduction,Database Services Support (BSC-ASU-DS),10.128.200.122,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,VMware,Completed,Yes,Yes,Yes,501cbe46-0847-1a16-cb0a-9e6796656ffc,OSLA Case Management System,SPaaS 2013 - PRE,Removed
